cas,chemical_name,canonical_smiles,log_kow,water_solubility_mg_l,mw_g_mol,test,aster,irac_moa,efsa_selection_criteria,kramer_moa,test_moa_reduced,aster_moa_reduced,kramer_moa_reduced,efsa_moa_reduced,irac_moa_reduced
108407,"Benzenethiol, 3-methyl-",CC1=CC(S)=CC=C1,3.23,168,124.2,Narcosis,Nonpolar narcosis,NA,NA,NA,Non-neurotoxic,Non-neurotoxic,NA,NA,NA
108394,m-Cresol,CC1=CC(O)=CC=C1,1.96,22200,108.14,Narcosis,Nonpolar narcosis,NA,NA,NA,Non-neurotoxic,Non-neurotoxic,NA,NA,NA
108383,m-Xylene,CC1=CC(C)=CC=C1,3.2,161,106.17,Narcosis,Nonpolar narcosis,NA,NA,NA,Non-neurotoxic,Non-neurotoxic,NA,NA,NA
108316,"2,5-Furandione",O=C1OC(=O)C=C1,1.62,4910,98.06,Out of domain,Carbonyl based reactivity,NA,NA,NA,Non-neurotoxic,Non-neurotoxic,NA,NA,NA
108247,Acetic anhydride,CC(=O)OC(C)=O,-0.57999999999999996,120000,102.09,Narcosis,Diester toxicity,NA,NA,NA,Non-neurotoxic,Non-neurotoxic,NA,NA,NA
108214,Isopropyl acetate,CC(C)OC(C)=O,1.28,30900,102.13,Narcosis,Ester narcosis,NA,NA,NA,Non-neurotoxic,Non-neurotoxic,NA,NA,NA
108203,Isopropyl ether,CC(C)OC(C)C,1.52,8800,102.18,Narcosis,Nonpolar narcosis,NA,NA,NA,Non-neurotoxic,Non-neurotoxic,NA,NA,NA
108189,Diisopropylamine,CC(C)NC(C)C,1.4,110000,101.19,Narcosis,Nonpolar narcosis,NA,NA,NA,Non-neurotoxic,Non-neurotoxic,NA,NA,NA
1081750,"benzene, 1,1'-(1,3-propanediyl)bis-",C(CC1=CC=CC=C1)CC1=CC=CC=C1,3.43,53.8,196.29,Narcosis,Nonpolar narcosis,NA,NA,NA,Non-neurotoxic,Non-neurotoxic,NA,NA,NA
108168769,Tetrahydroazadirachtin-A,CCC(C)C(=O)O[C@H]1C[C@@H](OC(C)=O)[C@]2(CO[C@@H]3[C@@H]2[C@]11CO[C@@](O)([C@H]1[C@@](C)([C@@H]3O)[C@]12O[C@@]1(C)[C@H]1C[C@@H]2O[C@@H]2OCC[C@]12O)C(=O)OC)C(=O)OC,-0.47,60.6,724.76,Out of domain,Out of domain,NA,NA,NA,Non-neurotoxic,Non-neurotoxic,NA,NA,NA
1081341,alpha-Terthiophene,S1C=CC=C1C1=CC=C(S1)C1=CC=CS1,5.57,0.42299999999999999,248.38,Narcosis,Nonpolar narcosis,NA,NA,NA,Non-neurotoxic,Non-neurotoxic,NA,NA,NA
108112,4-Methyl-2-pentanol,CC(C)CC(C)O,1.68,16400,102.18,Narcosis,Nonpolar narcosis,NA,NA,NA,Non-neurotoxic,Non-neurotoxic,NA,NA,NA
108101,4-Methyl-2-pentanone,CC(C)CC(C)=O,1.31,19000,100.16,Narcosis,Nonpolar narcosis,NA,NA,NA,Non-neurotoxic,Non-neurotoxic,NA,NA,NA
108054,Vinyl acetate,CC(=O)OC=C,0.73,20000,86.09,Narcosis,Ester narcosis,NA,NA,NA,Non-neurotoxic,Non-neurotoxic,NA,NA,NA
1080326,Diethyl benzylphosphonate,CCOP(=O)(CC1=CC=CC=C1)OCC,1.56,1450,228.23,AChE inhibition,OP mediated AChE inhibition,NA,NA,NA,AChE inhibition,OP mediated AChE inhibition,NA,NA,NA
107937,(E)-Crotonic acid,C\C=C\C(O)=O,0.72,86000,86.09,Narcosis,Alkylation / arylation based reactivity,NA,NA,NA,Non-neurotoxic,Non-neurotoxic,NA,NA,NA
107926,Butanoic acid,CCCC(O)=O,0.79,60000,88.11,Narcosis,Nonpolar narcosis,NA,NA,NA,Non-neurotoxic,Non-neurotoxic,NA,NA,NA
107879,2-Pentanone,CCCC(C)=O,0.91,43000,86.13,Narcosis,Nonpolar narcosis,NA,NA,NA,Non-neurotoxic,Non-neurotoxic,NA,NA,NA
107802,"Butane, 1,3-dibromo-",CC(Br)CCBr,2.92,116,215.92,Narcosis,Nonpolar narcosis,NA,NA,NA,Non-neurotoxic,Non-neurotoxic,NA,NA,NA
1076466,Chloramben-ammonium,[NH4+].NC1=C(Cl)C(=CC(Cl)=C1)C([O-])=O,1.9,700,206.03,Narcosis,Out of domain,NA,NA,NA,Non-neurotoxic,Non-neurotoxic,NA,NA,NA
107642,Dimethyldioctadecylammonium chloride,[Cl-].CCCCCCCCCCCCCCCCCC[N+](C)(C)CCCCCCCCCCCCCCCCCC,14.52,1.3300000000000001E-10,552.08000000000004,Out of domain,Out of domain,NA,NA,unknown,Non-neurotoxic,Non-neurotoxic,Non-neurotoxic,NA,NA
107534963,Tebuconazole,CC(C)(C)C(O)(CCC1=CC=C(Cl)C=C1)CN1C=NC=N1,3.7,36,307.83,Narcosis,Nonpolar narcosis,NA,in vivo positive,Sterol biosynthesis inhibition,Non-neurotoxic,Non-neurotoxic,Non-neurotoxic,neurotoxic,NA
107493,Tetraethyl pyrophosphate,CCOP(=O)(OCC)OP(=O)(OCC)OCC,0.45,1000000,290.19,AChE inhibition,OP mediated AChE inhibition,NA,NA,Neuromuscular system,AChE inhibition,OP mediated AChE inhibition,Non-neurotoxic,NA,NA
107471,tert-Butyl sulfide,CC(C)(C)SC(C)(C)C,3.64,60.9,146.29,Narcosis,Nonpolar narcosis,NA,NA,NA,Non-neurotoxic,Non-neurotoxic,NA,NA,NA
107459,"2,4,4-Trimethyl-2-pentanamine",CC(C)(C)CC(C)(C)N,2.58,5940,129.25,Narcosis,Nonpolar narcosis,NA,NA,NA,Non-neurotoxic,Non-neurotoxic,NA,NA,NA
107415,"2-Methyl-2,4-pentanediol",CC(O)CC(C)(C)O,0.57999999999999996,1000000,118.18,Narcosis,Nonpolar narcosis,NA,NA,NA,Non-neurotoxic,Non-neurotoxic,NA,NA,NA
107299,Acetaldehyde oxime,C\C=N\O,-0.13,177000,59.07,Out of domain,Oxime base reactivity,NA,NA,NA,Non-neurotoxic,Non-neurotoxic,NA,NA,NA
1072975,2-Amino-5-bromopyridine,NC1=NC=C(Br)C=C1,1.42,3650,173.01,Narcosis,Nonpolar narcosis,NA,NA,NA,Non-neurotoxic,Non-neurotoxic,NA,NA,NA
107222,Glyoxal,O=CC=O,-1.66,1000000,58.04,Narcosis,Carbonyl reactivity (aldehyde eq. #3),NA,NA,NA,Non-neurotoxic,Non-neurotoxic,NA,NA,NA
107211,Ethylene glycol,OCCO,-1.36,1000000,62.07,Narcosis,Nonpolar narcosis,NA,NA,NA,Non-neurotoxic,Non-neurotoxic,NA,NA,NA
107200,Chloroacetaldehyde,ClCC=O,0.09,111000,78.5,Reactivity,Carbonyl reactivity (aldehyde eq. #3),NA,NA,NA,Non-neurotoxic,Non-neurotoxic,NA,NA,NA
107197,Propargyl alcohol,OCC#C,-0.38,1000000,56.06,Reactivity,Alkylation / arylation based reactivity,NA,NA,NA,Non-neurotoxic,Non-neurotoxic,NA,NA,NA
107186,Allyl alcohol,OCC=C,0.17,1000000,58.08,Reactivity,Alkylation / arylation based reactivity,NA,NA,NA,Non-neurotoxic,Non-neurotoxic,NA,NA,NA
1071836,Glyphosate,OC(=O)CNCP(O)(O)=O,-5.4,1050000,169.07,Out of domain,Nonpolar narcosis,NA,NA,Protein biosynthesis inhibition,Non-neurotoxic,Non-neurotoxic,Non-neurotoxic,NA,NA
107153,Ethylenediamine,NCCN,-2.04,1000000,60.1,Narcosis,This chemical may be reactive,NA,NA,NA,Non-neurotoxic,Non-neurotoxic,NA,NA,NA
107142,Chloroacetonitrile,ClCC#N,0.45,100000,75.5,Narcosis,Nitrile based reactivity,NA,NA,NA,Non-neurotoxic,Non-neurotoxic,NA,NA,NA
107131,Acrylonitrile,C=CC#N,0.25,68900,53.06,Reactivity,Alkylation / arylation based reactivity,NA,NA,NA,Non-neurotoxic,Non-neurotoxic,NA,NA,NA
107120,Propionitrile,CCC#N,0.16,103000,55.08,Out of domain,Nonpolar narcosis,NA,NA,NA,Non-neurotoxic,Non-neurotoxic,NA,NA,NA
107119,Allylamine,NCC=C,7.0000000000000007E-2,1000000,57.1,Narcosis,Nonpolar narcosis,NA,NA,NA,Non-neurotoxic,Non-neurotoxic,NA,NA,NA
107108,Propylamine,CCCN,0.48,1000000,59.11,Narcosis,Nonpolar narcosis,NA,NA,NA,Non-neurotoxic,Non-neurotoxic,NA,NA,NA
1070833,"Butanoic acid, 3,3-dimethyl-",CC(C)(C)CC(O)=O,1.94,5670,116.16,Narcosis,Nonpolar narcosis,NA,NA,NA,Non-neurotoxic,Non-neurotoxic,NA,NA,NA
107073,2-Chloroethanol,OCCCl,0.03,1000000,80.510000000000005,Narcosis,B-Halogenated alcohol based inhibition,NA,NA,NA,Non-neurotoxic,Non-neurotoxic,NA,NA,NA
107062,"1,2-Dichloroethane",ClCCCl,1.48,5100,98.96,Narcosis,Nonpolar narcosis,NA,NA,unknown,Non-neurotoxic,Non-neurotoxic,Non-neurotoxic,NA,NA
107051,Allyl chloride,ClCC=C,1.55,3370,76.53,Reactivity,Alkylation / arylation based reactivity,NA,NA,unknown,Non-neurotoxic,Non-neurotoxic,Non-neurotoxic,NA,NA
107039,1-Propanethiol,CCCS,1.81,1900,76.16,Narcosis,Nonpolar narcosis,NA,NA,NA,Non-neurotoxic,Non-neurotoxic,NA,NA,NA
107028,Acrolein,C=CC=O,-0.01,212000,56.06,Reactivity,Alkylation / arylation based reactivity,NA,NA,NA,Non-neurotoxic,Non-neurotoxic,NA,NA,NA
1069665,Sodium valproate,[Na+].CCCC(CCC)C([O-])=O,2.75,2000,144.22,Narcosis,Alkylation / arylation based reactivity,NA,in vivo positive,NA,Non-neurotoxic,Non-neurotoxic,NA,neurotoxic,NA
106956,Allyl bromide,BrCC=C,1.79,3830,120.98,Narcosis,Alkylation / arylation based reactivity,NA,NA,NA,Non-neurotoxic,Non-neurotoxic,NA,NA,NA
106945,1-Bromopropane,CCCBr,2.1,2450,122.99,Narcosis,Nonpolar narcosis,NA,NA,NA,Non-neurotoxic,Non-neurotoxic,NA,NA,NA
106934,"1,2-Dibromoethane",BrCCBr,1.96,3910,187.86,Narcosis,Nonpolar narcosis,NA,NA,Neuroactive,Non-neurotoxic,Non-neurotoxic,Neuroactive,NA,NA
106923,Allyl glycidyl ether,C=CCOCC1CO1,0.45,43300,114.15,Narcosis,Alkylation / arylation based reactivity,NA,NA,NA,Non-neurotoxic,Non-neurotoxic,NA,NA,NA
106912,Glycidyl methacrylate,CC(=C)C(=O)OCC1CO1,0.96,12400,142.16,Narcosis,Alkylation / arylation based reactivity,NA,NA,NA,Non-neurotoxic,Non-neurotoxic,NA,NA,NA
106898,Epichlorohydrin,ClCC1CO1,0.45,65900,92.53,Narcosis,Alkylation / arylation based reactivity,NA,NA,NA,Non-neurotoxic,Non-neurotoxic,NA,NA,NA
106876,4-Vinyl-1-cyclohexene dioxide,C1OC1C1CCC2OC2C1,0.44,35200,140.18,Out of domain,Alkylation / arylation based reactivity,NA,NA,NA,Non-neurotoxic,Non-neurotoxic,NA,NA,NA
106694,"1,2,6-Hexanetriol",OCCCCC(O)CO,-0.77,405000,134.18,Narcosis,Nonpolar narcosis,NA,NA,NA,Non-neurotoxic,Non-neurotoxic,NA,NA,NA
106683,3-Octanone,CCCCCC(=O)CC,2.2200000000000002,2600,128.22,Narcosis,Nonpolar narcosis,NA,NA,NA,Non-neurotoxic,Non-neurotoxic,NA,NA,NA
106638,Isobutyl acrylate,CC(C)COC(=O)C=C,2.2200000000000002,2000,128.16999999999999,Reactivity,Acrylate toxicity,NA,NA,NA,Non-neurotoxic,Non-neurotoxic,NA,NA,NA
106514,"1,4-Benzoquinone",O=C1C=CC(=O)C=C1,0.2,11100,108.1,Narcosis,Alkylation / arylation based reactivity,NA,NA,NA,Non-neurotoxic,Non-neurotoxic,NA,NA,NA
106503,"1,4-Benzenediamine",NC1=CC=C(N)C=C1,-0.3,37000,108.14,Narcosis,Nonpolar narcosis,NA,NA,NA,Non-neurotoxic,Non-neurotoxic,NA,NA,NA
106490,4-Methylaniline,CC1=CC=C(N)C=C1,1.39,6500,107.16,Narcosis,Nonpolar narcosis,NA,NA,NA,Non-neurotoxic,Non-neurotoxic,NA,NA,NA
106489,4-Chlorophenol,OC1=CC=C(Cl)C=C1,2.39,25500,128.56,Narcosis,Nonpolar narcosis,NA,NA,unknown,Non-neurotoxic,Non-neurotoxic,Non-neurotoxic,NA,NA
106467,"1,4-Dichlorobenzene",ClC1=CC=C(Cl)C=C1,3.44,81.3,147,Narcosis,Nonpolar narcosis,NA,NA,unknown,Non-neurotoxic,Non-neurotoxic,Non-neurotoxic,NA,NA
1064488,C.I. Acid Black 1,[Na+].[Na+].NC1=C(\N=N\C2=CC=C(C=C2)[N+]([O-])=O)C(=CC2=CC(=C(\N=N\C3=CC=CC=C3)C(O)=C12)S([O-])(=O)=O)S([O-])(=O)=O,3.4,4.2900000000000004E-3,572.53,Out of domain,Out of domain,NA,NA,NA,Non-neurotoxic,Non-neurotoxic,NA,NA,NA
106445,p-Cresol,CC1=CC=C(O)C=C1,1.94,21500,108.14,Narcosis,Nonpolar narcosis,NA,NA,unknown,Non-neurotoxic,Non-neurotoxic,Non-neurotoxic,NA,NA
106434,4-Chlorotoluene,CC1=CC=C(Cl)C=C1,3.33,106,126.59,Narcosis,Nonpolar narcosis,NA,NA,unknown,Non-neurotoxic,Non-neurotoxic,Non-neurotoxic,NA,NA
106423,p-Xylene,CC1=CC=C(C)C=C1,3.15,162,106.17,Narcosis,Nonpolar narcosis,NA,NA,NA,Non-neurotoxic,Non-neurotoxic,NA,NA,NA
106412,4-Bromophenol,OC1=CC=C(Br)C=C1,2.59,14000,173.01,Narcosis,Nonpolar narcosis,NA,NA,unknown,Non-neurotoxic,Non-neurotoxic,Non-neurotoxic,NA,NA
106401,4-Bromoaniline,NC1=CC=C(Br)C=C1,2.2599999999999998,707,172.03,Narcosis,Nonpolar narcosis,NA,NA,NA,Non-neurotoxic,Non-neurotoxic,NA,NA,NA
106376,"1,4-Dibromobenzene",BrC1=CC=C(Br)C=C1,3.79,26.4,235.91,Narcosis,Nonpolar narcosis,NA,NA,NA,Non-neurotoxic,Non-neurotoxic,NA,NA,NA
106241,Geraniol,CC(C)=CCC\C(C)=C\CO,3.47,531,154.25,Narcosis,Nonpolar narcosis,NA,NA,NA,Non-neurotoxic,Non-neurotoxic,NA,NA,NA
10605217,Carbendazim,COC(=O)NC1=NC2=CC=CC=C2N1,1.52,29,191.19,AChE inhibition,Nonpolar narcosis,NA,NA,Mitosis/Cell cycle,AChE inhibition,Non-neurotoxic,Non-neurotoxic,NA,NA
106040486,Tribenuron,COC1=NC(C)=NC(=N1)N(C)C(=O)NS(=O)(=O)C1=CC=CC=C1C(O)=O,1.7,140,381.37,Out of domain,Nonpolar narcosis,NA,NA,NA,Non-neurotoxic,Non-neurotoxic,NA,NA,NA
10599903,Chloramine,NCl,-1.19,1000000,51.48,Out of domain,Nonpolar narcosis,NA,NA,NA,Non-neurotoxic,Non-neurotoxic,NA,NA,NA
105997,Dibutyl hexanedioate,CCCCOC(=O)CCCCC(=O)OCCCC,4.17,35,258.36,Narcosis,Diester toxicity,NA,NA,NA,Non-neurotoxic,Non-neurotoxic,NA,NA,NA
105956998,Clinafloxacin hydrochloride,[H+].NC1CCN(C1)c2c(F)cc3C(=O)C(=CN(C4CC4)c3c2Cl)C(=O)O,0.6,3830,365.79,Out of domain,Out of domain,NA,NA,NA,Non-neurotoxic,Non-neurotoxic,NA,NA,NA
105956976,Clinafloxacin,NC1CCN(C1)C1=C(Cl)C2=C(C=C1F)C(=O)C(=CN2C1CC1)C(O)=O,0.6,3830,365.79,Out of domain,Nonpolar narcosis,NA,NA,NA,Non-neurotoxic,Non-neurotoxic,NA,NA,NA
1058920,"2,7-Naphthalenedisulfonic acid, 3-[2-(5-chloro-2-hydroxyphenyl)diazenyl]-4,5-dihydroxy-, sodium salt (1:2)",[Na+].[Na+].OC1=CC(=CC2=C1C(O)=C(\N=N\C1=C(O)C=CC(Cl)=C1)C(=C2)S([O-])(=O)=O)S([O-])(=O)=O,1.79,43.5,474.85,Uncoupler,Out of domain,NA,NA,NA,Non-neurotoxic,Non-neurotoxic,NA,NA,NA
105827789,Imidacloprid,[O-][N+](=O)\N=C1/NCCN1CC1=CN=C(Cl)C=C1,0.56999999999999995,380,255.67,Narcosis,Hydrazine based reactivity,nicotinic_acetylcholine_receptor_n_a_ch_r_competitive_modulators_neonicotinoids_other,in vivo data available,Neuroactive,Non-neurotoxic,Non-neurotoxic,Neuroactive,No categorization,irac_moa_other
105759,Dibutyl (2E)-but-2-enedioate,CCCCOC(=O)\C=C\C(=O)OCCCC,4.16,500,228.29,Narcosis,Acrylate toxicity,NA,NA,NA,Non-neurotoxic,Non-neurotoxic,NA,NA,NA
105726678,N-Methylneodecanamide,CCCCCCC(C)(C)C(=O)NC.CCC(C)(CCC(C)C)C(=O)NC.CNC(=O)CCCCCC(C)(C)C,3.12,112,185.31,Narcosis,Out of domain,NA,NA,NA,Non-neurotoxic,Non-neurotoxic,NA,NA,NA
105679,"2,4-Dimethylphenol",CC1=CC(C)=C(O)C=C1,2.2999999999999998,7870,122.17,Narcosis,Nonpolar narcosis,NA,NA,NA,Non-neurotoxic,Non-neurotoxic,NA,NA,NA
105602,Caprolactam,O=C1CCCCCN1,0.66,772000,113.16,Narcosis,Nonpolar narcosis,NA,NA,unknown,Non-neurotoxic,Non-neurotoxic,Non-neurotoxic,NA,NA
105555,"N,N'-Diethylthiourea",CCNC(=S)NCC,0.56999999999999995,42000,132.22,Narcosis,Nonpolar narcosis,NA,NA,NA,Non-neurotoxic,Non-neurotoxic,NA,NA,NA
105544,Ethyl butyrate,CCCC(=O)OCC,1.85,4900,116.16,Narcosis,Ester narcosis,NA,NA,NA,Non-neurotoxic,Non-neurotoxic,NA,NA,NA
105533,Diethyl propanedioate,CCOC(=O)CC(=O)OCC,0.96,23200,160.16999999999999,Narcosis,Diester toxicity,NA,NA,NA,Non-neurotoxic,Non-neurotoxic,NA,NA,NA
105512069,Clodinafop-propargyl,C[C@@H](OC1=CC=C(OC2=NC=C(Cl)C=C2F)C=C1)C(=O)OCC#C,3.9,4,349.75,Narcosis,Ester narcosis,NA,NA,Lipid metabolism,Non-neurotoxic,Non-neurotoxic,Non-neurotoxic,NA,NA
10548104,Terbufos sulfoxide,CCOP(=S)(OCC)SCS(=O)C(C)(C)C,2.21,1100,304.42,AChE inhibition,OP mediated AChE inhibition,NA,NA,unknown,AChE inhibition,OP mediated AChE inhibition,Non-neurotoxic,NA,NA
105431,"Pentanoic acid, 3-methyl-",CCC(C)CC(O)=O,1.98,5270,116.16,Narcosis,Nonpolar narcosis,NA,NA,NA,Non-neurotoxic,Non-neurotoxic,NA,NA,NA
105395,Ethyl chloroacetate,CCOC(=O)CCl,0.94,19400,122.55,Narcosis,Chloro-diester based reactivity,NA,NA,NA,Non-neurotoxic,Non-neurotoxic,NA,NA,NA
105373,Ethyl propionate,CCOC(=O)CC,1.21,19200,102.13,Narcosis,Ester narcosis,NA,NA,NA,Non-neurotoxic,Non-neurotoxic,NA,NA,NA
105168,2-(Diethylamino)ethyl methacrylate,CCN(CC)CCOC(=O)C(C)=C,1.95,11300,185.27,Narcosis,Ester narcosis,NA,NA,NA,Non-neurotoxic,Non-neurotoxic,NA,NA,NA
105146,5-Diethylamino-2-pentanone,CCN(CC)CCCC(C)=O,0.94,114000,157.26,Narcosis,Nonpolar narcosis,NA,NA,NA,Non-neurotoxic,Non-neurotoxic,NA,NA,NA
10500579,"5,6,7,8-Tetrahydroquinoline",C1CCC2=C(C1)C=CC=N2,2.77,7700,133.19,Narcosis,Nonpolar narcosis,NA,NA,NA,Non-neurotoxic,Non-neurotoxic,NA,NA,NA
104949,4-Methoxyaniline,COC1=CC=C(N)C=C1,0.95,21000,123.16,Narcosis,Nonpolar narcosis,NA,NA,NA,Non-neurotoxic,Non-neurotoxic,NA,NA,NA
104905,5-Ethyl-2-methylpyridine,CCC1=CN=C(C)C=C1,2.39,12000,121.18,Narcosis,Nonpolar narcosis,NA,NA,NA,Non-neurotoxic,Non-neurotoxic,NA,NA,NA
104881,4-Chlorobenzaldehyde,ClC1=CC=C(C=O)C=C1,2.1,1340,140.57,Narcosis,Carbonyl reactivity (aldehyde eq. #1),NA,NA,NA,Non-neurotoxic,Non-neurotoxic,NA,NA,NA
104870,4-Methylbenzaldehyde,CC1=CC=C(C=O)C=C1,2.2599999999999998,2270,120.15,Narcosis,Carbonyl reactivity (aldehyde eq. #1),NA,NA,NA,Non-neurotoxic,Non-neurotoxic,NA,NA,NA
104767,2-Ethyl-1-hexanol,CCCCC(CC)CO,2.73,880,130.22999999999999,Narcosis,Nonpolar narcosis,NA,NA,NA,Non-neurotoxic,Non-neurotoxic,NA,NA,NA
104756,2-Ethylhexylamine,CCCCC(CC)CN,2.82,2500,129.25,Narcosis,Nonpolar narcosis,NA,NA,NA,Non-neurotoxic,Non-neurotoxic,NA,NA,NA
104653341,Difethialone,OC1=C(C2CC(CC3=C2C=CC=C3)C2=CC=C(C=C2)C2=CC=C(Br)C=C2)C(=O)SC2=CC=CC=C12,9.82,0.39,539.49,Out of domain,Nonpolar narcosis,NA,NA,Vitamin K pathway,Non-neurotoxic,Non-neurotoxic,Non-neurotoxic,NA,NA
104552,3-Phenylprop-2-enal,O=CC=CC1=CC=CC=C1,1.9,1420,132.16,Reactivity,Alkylation / arylation based reactivity,NA,NA,NA,Non-neurotoxic,Non-neurotoxic,NA,NA,NA
10453868,Resmethrin,CC(C)=CC1C(C(=O)OCC2=COC(CC3=CC=CC=C3)=C2)C1(C)C,6.14,0.3,338.45,Neurotoxicity,Neurotoxicant: Pyrethroid,sodium_channel_modulators,NA,Neuroactive,Neurotoxicity,Neurotoxicant: Pyrethroid,Neuroactive,NA,sodium_channel_modulators
104518,Butylbenzene,CCCCC1=CC=CC=C1,4.38,11.8,134.22,Narcosis,Nonpolar narcosis,NA,NA,unknown,Non-neurotoxic,Non-neurotoxic,Non-neurotoxic,NA,NA
104438,4-Dodecylphenol,CCCCCCCCCCCCC1=CC=C(O)C=C1,7.91,1.35E-2,262.44,Narcosis,Nonpolar narcosis,NA,NA,NA,Non-neurotoxic,Non-neurotoxic,NA,NA,NA
104427,4-Dodecylaniline,CCCCCCCCCCCCC1=CC=C(N)C=C1,7.03,600,261.45,Narcosis,Nonpolar narcosis,NA,NA,NA,Non-neurotoxic,Non-neurotoxic,NA,NA,NA
104405,4-Nonylphenol,CCCCCCCCCC1=CC=C(O)C=C1,5.76,4.9000000000000004,220.36,Narcosis,Nonpolar narcosis,NA,NA,Endocrine,Non-neurotoxic,Non-neurotoxic,Non-neurotoxic,NA,NA
104206828,Mesotrione,CS(=O)(=O)C1=CC(=C(C=C1)C(=O)C1C(=O)CCCC1=O)[N+]([O-])=O,0.9,160,339.32,Out of domain,Nonpolar narcosis,NA,NA,Carotenoid biosynthesis inhibition,Non-neurotoxic,Non-neurotoxic,Non-neurotoxic,NA,NA
104132,4-Butylaniline,CCCCC1=CC=C(N)C=C1,3.05,190,149.24,Narcosis,Nonpolar narcosis,NA,NA,NA,Non-neurotoxic,Non-neurotoxic,NA,NA,NA
104040780,Flazasulfuron,COC1=CC(OC)=NC(NC(=O)NS(=O)(=O)C2=NC=CC=C2C(F)(F)F)=N1,1.08,2100,407.33,Narcosis,Nonpolar narcosis,NA,NA,Protein biosynthesis inhibition,Non-neurotoxic,Non-neurotoxic,Non-neurotoxic,NA,NA
103902,Acetaminophen,CC(=O)NC1=CC=C(O)C=C1,0.46,14000,151.16999999999999,Narcosis,Nonpolar narcosis,NA,negative control,Antiinflammatory,Non-neurotoxic,Non-neurotoxic,Non-neurotoxic,No categorization,NA
10386842,"4,4'-Dibromo-2,2',3,3',5,5',6,6'-octafluorobiphenyl",FC1=C(F)C(=C(F)C(F)=C1Br)C1=C(F)C(F)=C(Br)C(F)=C1F,7.14,1.09E-3,455.93,Narcosis,Nonpolar narcosis,NA,NA,NA,Non-neurotoxic,Non-neurotoxic,NA,NA,NA
103855,1-Phenyl-2-thiourea,NC(=S)NC1=CC=CC=C1,0.71,2470,152.22,Out of domain,Nonpolar narcosis,NA,NA,NA,Non-neurotoxic,Non-neurotoxic,NA,NA,NA
103844,Acetanilide,CC(=O)NC1=CC=CC=C1,1.1599999999999999,6390,135.16999999999999,Narcosis,Nonpolar narcosis,NA,NA,NA,Non-neurotoxic,Non-neurotoxic,NA,NA,NA
103833,"N,N-Dimethylbenzylamine",CN(C)CC1=CC=CC=C1,1.98,12000,135.21,Narcosis,Nonpolar narcosis,NA,NA,NA,Non-neurotoxic,Non-neurotoxic,NA,NA,NA
103822,Phenylacetic acid,OC(=O)CC1=CC=CC=C1,1.41,16600,136.15,Narcosis,Nonpolar narcosis,NA,NA,NA,Non-neurotoxic,Non-neurotoxic,NA,NA,NA
10377487,Lithium sulfate,[Li+].[Li+].[O-]S([O-])(=O)=O,-2.2000000000000002,1000000,98.07,Narcosis,Out of domain,NA,NA,NA,Non-neurotoxic,Non-neurotoxic,NA,NA,NA
103764,1-Piperazineethanol,OCCN1CCNCC1,-1.56,1000000,130.19,Out of domain,Nonpolar narcosis,NA,NA,NA,Non-neurotoxic,Non-neurotoxic,NA,NA,NA
1037509,Sodium sulfadimethoxine,[Na+].COC1=NC(OC)=NC([N-]S(=O)(=O)C2=CC=C(N)C=C2)=C1,1.63,52.9,310.33,Narcosis,Out of domain,NA,NA,NA,Non-neurotoxic,Non-neurotoxic,NA,NA,NA
103742,2-(Pyridin-2-yl)ethanol,OCCC1=NC=CC=C1,0.12,1000000,123.16,Out of domain,Nonpolar narcosis,NA,NA,unknown,Non-neurotoxic,Non-neurotoxic,Non-neurotoxic,NA,NA
103720,Phenyl isothiocyanate,S=C=NC1=CC=CC=C1,3.28,89.9,135.18,Narcosis,Isocyanate based reactivity,NA,NA,NA,Non-neurotoxic,Non-neurotoxic,NA,NA,NA
103695,N-Ethylaniline,CCNC1=CC=CC=C1,2.16,2410,121.18,Narcosis,Nonpolar narcosis,NA,NA,unknown,Non-neurotoxic,Non-neurotoxic,Non-neurotoxic,NA,NA
103651,Propylbenzene,CCCC1=CC=CC=C1,3.69,52.2,120.2,Narcosis,Nonpolar narcosis,NA,NA,NA,Non-neurotoxic,Non-neurotoxic,NA,NA,NA
10361849,Scandium(III) chloride,Cl[Sc](Cl)Cl,1.1599999999999999,7660,151.32,Narcosis,Out of domain,NA,NA,NA,Non-neurotoxic,Non-neurotoxic,NA,NA,NA
10350819,Amopyroquine dihydrochloride,Cl.Cl.Oc1ccc(Nc2ccnc3cc(Cl)ccc23)cc1CN4CCCC4,3.88,29.2,353.85,Out of domain,Out of domain,NA,NA,NA,Non-neurotoxic,Non-neurotoxic,NA,NA,NA
103504,Dibenzyl ether,C(OCC1=CC=CC=C1)C1=CC=CC=C1,3.31,40,198.27,Narcosis,Nonpolar narcosis,NA,NA,NA,Non-neurotoxic,Non-neurotoxic,NA,NA,NA
103361097,Flumioxazin,FC1=CC2=C(C=C1N1C(=O)C3=C(CCCC3)C1=O)N(CC#C)C(=O)CO2,2.5499999999999998,1.79,354.34,Out of domain,Nonpolar narcosis,NA,NA,"Photosynthesis inhibition, Cell membrane disruption",Non-neurotoxic,Non-neurotoxic,Non-neurotoxic,NA,NA
103333,Azobenzene,C1=CC=C(C=C1)N=NC1=CC=CC=C1,3.82,6.4,182.23,Out of domain,Nonpolar narcosis,NA,NA,unknown,Non-neurotoxic,Non-neurotoxic,Non-neurotoxic,NA,NA
